"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","GeneID_100037419",1.73067453094355,1.03268903484867,2.25559830306158,0.457833752333907,0.647071884755684,0.957925864075789
"2","GeneID_100049551",38.6755529388361,0.400262282279055,0.488832294352234,0.818813091736205,0.412893060405399,0.94601909577972
"3","GeneID_100049563",5.22208898814393,-0.155489509156923,1.02100022945806,-0.152291355741864,0.87895714251646,0.983063935290189
"4","GeneID_100049571",9932.79971019655,-0.31792911731887,0.333521404000307,-0.953249517139167,0.340463662945248,0.931381598096686
"5","GeneID_100049572",39.4272125964232,0.302870363099796,0.440801386381922,0.687090314269977,0.492025817427629,0.948470072456251
"6","GeneID_100126690",6.34487533517595,-0.194171145540737,1.10426876262751,-0.17583685431681,0.860422115145413,0.981767385581998
"7","GeneID_100174948",104.415328559776,-0.229491180215875,0.43443314034215,-0.528254313276222,0.597322836739435,0.95435373924364
"8","GeneID_100188973",898.337739748576,-0.0267397092472318,0.239194093715956,-0.111790842456943,0.910989248668913,0.988166205933722
"9","GeneID_100191002",248.1581924066,-0.92347630719816,0.462284584429996,-1.99763595478058,0.0457561422622076,0.76334292311674
"10","GeneID_100192200",1.49661265754894,0.204711544209607,2.14175285754728,0.0955813101816243,0.923853109543305,0.989288241937463
"11","GeneID_100192201",0.709109001617152,0,2.84722068712329,0,1,1
"12","GeneID_100192202",2.74252988045166,3.9243499552878,1.56591252958566,2.50611057842815,0.0122067437899352,0.638417383275174
"13","GeneID_100216325",181.766161191439,0.824524409173985,0.404921616399073,2.03625683535099,0.0417245717790827,0.759556818491133
"14","GeneID_100216489",4.99381214646494,0.366859951796354,1.26437854680906,0.290150408453392,0.771701173262215,0.977219289970667
"15","GeneID_100302584",187.934017214522,0.0700116351118373,0.396867346706968,0.176410671456756,0.859971321530494,0.981767385581998
"16","GeneID_100315656",0.637057742672895,0.986667974196621,2.57629217109889,0.382979844159433,0.701734708857589,0.966609153168137
"17","GeneID_100315658",1.33561899341405,-1.89534095650774,2.21860849585495,-0.854292661390608,0.392942852338015,0.942941249663377
"18","GeneID_100315661",1.02037646285737,0.0888487531660201,3.65477604915827,0.0243103139483698,0.980605086222231,1
"19","GeneID_100315663",1.47030016066161,-0.56629700974673,2.08088586512851,-0.272142273267716,0.785512626342672,0.977606262836389
"20","GeneID_100315665",3.96283184776776,-0.435624479963838,1.12280658597497,-0.387978201593439,0.698032165165531,0.96579735069799
"21","GeneID_100315666",0.487304990553721,2.30241497475187,3.5638000662524,0.646056156896881,0.518242987674928,0.948470072456251
"22","GeneID_100315667",0.586515535580764,2.49870969636005,2.56114956127824,0.975620375372756,0.329252623611657,0.927971740989024
"23","GeneID_100315668",1.23628542935937,-2.95480338718131,2.21800118040062,-1.33219198136207,0.182797110830134,0.886669273338891
"24","GeneID_100315669",0.431818000608596,0,4.69718369028359,0,1,1
"25","GeneID_100315671",6.00040879721734,-1.32075783477905,0.910524576958761,-1.45054605685715,0.146906305461098,0.883785927630004
"26","GeneID_100315674",0.457860651153509,0,4.74923506550507,0,1,1
"27","GeneID_100315677",3.30390626711747,1.27511443133583,1.20603200182919,1.05728075988188,0.290383471504082,0.923253594713801
"28","GeneID_100315679",0.459329225154069,0.0866536053797897,3.2915605983879,0.0263259942479047,0.978997321682107,0.999942038635431
"29","GeneID_100315688",1.95309892232252,-1.46827487247655,1.58481978842178,-0.926461723410653,0.354206080080617,0.931381598096686
"30","GeneID_100328599",29.515561468831,-0.51817178603375,0.554519150185146,-0.934452463653851,0.350070545961469,0.931381598096686
"31","GeneID_100359409",1616.38686592227,-0.337611093194059,0.325380607755377,-1.03758824326703,0.299461793698562,0.925451073710544
"32","GeneID_100359410",2835.14582116367,-0.348199312239153,0.322678665641106,-1.07908997189926,0.280547621210012,0.919053566362207
"33","GeneID_100576090",1.38748430475724,1.404287061575,1.64506806183729,0.853634627133068,0.393307466127617,0.942941249663377
"34","GeneID_100576341",0.469349565874533,1.8769417776872,3.57810993867384,0.524562355505168,0.599887461685702,0.95435373924364
"35","GeneID_100576395",1040.38366286813,0.191537615705205,0.559868540183465,0.342111767241716,0.732266782210149,0.970336293267254
"36","GeneID_100576480",66.6356932538715,-0.37359092172861,0.537499065130694,-0.695054086536449,0.487021406724693,0.948150198982591
"37","GeneID_100576681",3.26501205773624,-0.244067245360129,1.15334647616437,-0.211616587386482,0.832406167532882,0.979561985892298
"38","GeneID_100576714",0.89092182924082,-1.99062462908491,3.01474624774958,-0.660295913983092,0.509063951715496,0.948470072456251
"39","GeneID_100576749",0.936219493818028,-0.152020290853355,2.29714130712295,-0.0661780319660668,0.947236086378531,0.994496255924241
"40","GeneID_100577031",2.27455471047392,0.990737942332754,1.60710633939625,0.616473171716161,0.537582273202229,0.948915190088774
"41","GeneID_100577181",1.06756871644014,0.205058513863261,2.91457782325785,0.0703561634988533,0.943910181204206,0.992513060598172
"42","GeneID_100577189",11.200053438691,-0.107929053954803,0.891790252813808,-0.121025155426695,0.903671110492918,0.98792976755958
"43","GeneID_100577309",3.32453683945544,-0.439852037498423,1.30056400010847,-0.338200993923972,0.735211726900683,0.970768985722189
"44","GeneID_100577371",2.5710824117709,-0.473861774257402,1.7826994252145,-0.265811368733899,0.790384487126891,0.978053816960889
"45","GeneID_100577446",1.17009467402115,0.978232205367363,1.99841589064297,0.489503816471669,0.624485053247439,0.955844278798226
"46","GeneID_100577482",1.14717190139224,2.94822903719997,2.85223148374753,1.03365699944042,0.301296542278107,0.925451073710544
