"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","GeneID_100037419",2.965286082658,-5.65113940563376,4.17756127390925,-1.35273644959505,0.176139841507116,NA
"2","GeneID_100049551",25.2511067088153,-1.74238766763607,2.01420299808176,-0.865050677263137,0.38701097445071,0.707466516244071
"3","GeneID_100049563",56.6045234158154,3.06449474265845,1.74003175095425,1.76117173780183,0.0782093400009424,0.401152891578185
"4","GeneID_100049571",8609.38719002235,0.336866335926754,0.786372991339262,0.42837983963951,0.668374600015342,0.863522361004986
"5","GeneID_100049572",226.823468449052,3.15634392018741,1.86198576905236,1.69514932533228,0.0900470971373825,0.421832326661925
"6","GeneID_100126690",19.8332256247535,-7.25742027299189,5.06385986028187,-1.43317952574381,0.151806539201546,0.503551310321494
"7","GeneID_100174948",17.7143826039011,-0.653597189751528,1.4228572750983,-0.459355411951893,0.645978961853462,0.853398896933277
"8","GeneID_100188973",538.887848778143,-0.0520415363096239,1.15201131410541,-0.0451745010421504,0.963968218715899,0.987050480282796
"9","GeneID_100191002",9152.92551354551,-1.2017322887617,0.879706598468952,-1.36606033290327,0.171920027348704,0.524660299899497
"10","GeneID_100192200",2358.49929470691,-1.58444592976002,1.25386017696885,-1.26365440011848,0.206354098791059,0.56088608374214
"11","GeneID_100192201",2009.27637601968,-1.68915108104635,1.18642640926402,-1.42373017648367,0.154524594784063,0.506856215648196
"12","GeneID_100192202",1496.73846819766,-1.03810703666484,1.25762922612447,-0.825447608166584,0.409117515642725,0.72071691278543
"13","GeneID_100216325",235.128169954292,-2.10328874615453,1.29619363814747,-1.62266553719595,0.104660922300306,0.440289124373441
"14","GeneID_100216489",42.9290909848735,1.48742687628054,1.53416114494004,0.969537575101785,0.332277041965455,0.666214192134426
"15","GeneID_100302584",265.851345745616,-1.01049433745694,1.33541847131482,-0.756687404856724,0.449237162405233,0.744998858125911
"16","GeneID_100315656",12.2533157663724,4.72586460215033,2.6051789397457,1.81402687164807,0.06967358881854,0.387926481180708
"17","GeneID_100315657",0.20092428132955,0,5.26764854512259,0,1,NA
"18","GeneID_100315658",3.41224950813232,-2.14473911561263,3.2704327207762,-0.655796739675354,0.511954914464495,NA
"19","GeneID_100315659",0.121624285628859,0.2766093238513,5.26764854516694,0.0525109679356054,0.958121556244249,NA
"20","GeneID_100315660",0.164504809397282,0,5.26764854512244,0,1,NA
"21","GeneID_100315661",0.619081266441625,0,5.26764854509511,0,1,NA
"22","GeneID_100315662",1.37771890733591,5.16172014783871,5.14294029475111,1.00365157906009,0.315546583838943,NA
"23","GeneID_100315663",1.4650912099969,-2.18224710192262,5.15969313537407,-0.42294125729328,0.672338120397543,NA
"24","GeneID_100315664",0.922714492044195,2.65824654092093,5.18264722381963,0.512912885272903,0.608012259636449,NA
"25","GeneID_100315665",2.68671233627818,0.346654236321486,3.9715055287855,0.0872853465289003,0.930444701339413,NA
"26","GeneID_100315666",21.3757418020685,17.3084068469711,4.13687175304819,4.18393604641422,2.86504742680825e-05,0.011071816611599
"27","GeneID_100315667",15.3619543756125,18.7036191909273,2.68383285106412,6.96899554810631,3.19211801170288e-12,4.75807990487255e-09
"28","GeneID_100315668",0.420440741825956,-3.19626077387396,5.1993034331183,-0.614747882094081,0.538721232949197,NA
"29","GeneID_100315669",1.50459874829179,-0.00237921879707542,4.27680973641627,-0.000556306907182893,0.999556131330585,NA
"30","GeneID_100315670",0.155249680004048,0,5.26764854511632,0,1,NA
"31","GeneID_100315671",2.64433844552231,-2.08756562578374,3.33468778028495,-0.626015316374042,0.531304895189255,NA
"32","GeneID_100315672",9.8408902237641,3.9874056168784,2.75975620581587,1.4448398044999,0.14850288763281,0.498864956811518
"33","GeneID_100315673",0.700793795550271,0.297839312802087,5.26764854510184,0.0565412271247737,0.954910653540462,NA
"34","GeneID_100315674",0.170023347421699,1.98219836957942,5.19194122675832,0.381783668767961,0.702621833296854,NA
"35","GeneID_100315675",0.133050588060369,0,5.26764854515479,0,1,NA
"36","GeneID_100315676",0.543354355992833,-3.19548391509079,5.20288566869179,-0.614175309351792,0.539099487317252,NA
"37","GeneID_100315677",11.9164738237116,6.99255623796306,2.68256499443569,2.6066679660949,0.00914279698041755,0.182401421976437
"38","GeneID_100315678",0.200976773800104,1.59949745173533,5.21154555251706,0.3069142225885,0.758908663143093,NA
"39","GeneID_100315679",0.286752385878362,1.13657403591558,5.23810971332334,0.216981716328824,0.828222593765159,NA
"40","GeneID_100315680",0.490832465483406,2.60009116116127,5.17303812831703,0.502623622070068,0.615228918018738,NA
"41","GeneID_100315681",1.0359515689029,16.5232587724318,5.22419040906536,3.16283624420725,0.0015624019030292,NA
"42","GeneID_100315682",0.595361295805045,2.34974405896324,5.17067828735627,0.454436328925938,0.649514809536153,NA
"43","GeneID_100315683",0.207873141740414,0,5.26764854513935,0,1,NA
"44","GeneID_100315684",0.133050588060369,0,5.26764854515479,0,1,NA
"45","GeneID_100315685",0.0799633347700787,0,5.26764854516245,0,1,NA
"46","GeneID_100315686",0.0396761830304557,0,5.26764854516148,0,1,NA
"47","GeneID_100315687",0.230251957062839,-2.2758500717455,5.25267236962651,-0.433274705063571,0.66481521227114,NA
"48","GeneID_100315688",0.483328332261958,2.95627658629242,5.17071031486727,0.571735101421612,0.567501450282117,NA
"49","GeneID_100315689",0.103936570870207,0,5.26764854516573,0,1,NA
"50","GeneID_100315690",0.548959049515332,2.18959290149617,5.18535149704881,0.422265087090499,0.672831538422096,NA
